nft_number,name,character,movie_tv,description,image,cafe_link,display_label,nft_rec_id,suggest_edit_url,Quotes,Suggested_Edits
102,James Dean,,,"
An iconic American actor whose brief but impactful career defined youthful rebellion and earned him posthumous acclaim.",2_batch_2.svg (https://cdn.xrp.cafe/adf8459b255b-4cd8-9202-f11563e4042c20e00ac8d71d-491a-8e4c-318c7e0982fd87ed5cd7db5c-46c8-bff4-58c16b98efe3.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A613D9E95105DE49B6,NFT #102 — James Dean,recyIGarNTX8VStDE,/suggest-edit?nft_number=102,Dream as if you'll live forever. Live as if you'll die today.,
103,Nikola Tesla,"Tesla, Inc., named after him.",,"A Serbian-American, known for pioneering alternating current, radio technology, remote control, and bold experiments with wireless energy.",3_batch_2.svg (https://cdn.xrp.cafe/3e06a3a25eef-47f1-8bc0-e6a916c2c29886b70768d58d-453f-93b2-e478fff85928b3e2539ccfeb-43a6-9369-5129986e4dcc.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A613D9E95105DE49B6,"NFT #103 — Nikola Tesla as Tesla, Inc., named after him.",recOlcQWeAaPYxzQL,/suggest-edit?nft_number=103,"""The present is theirs; the future, for which I really worked, is mine.""",
104,Muhammad Ali,,,,4_batch_2.svg (https://cdn.xrp.cafe/859bea3bc9e3-4a70-ae22-444a973fb3ebeb1db7cbaacc-425e-87d3-00173c1a39ac0fbe6df4c698-441a-a23f-cdc1bd435536.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A62ABFBA5205DE49B7,NFT #104 — Muhammad Ali,recA1VXcg4qrWClte,/suggest-edit?nft_number=104,,
105,Ozzy Ozbourne,,,"An English singer, songwriter, and television personality, known as the “Prince of Darkness,” who shaped heavy metal and became a larger-than-life cultural icon.",5_batch_2.svg (https://cdn.xrp.cafe/97b87d4b4dad-41c3-816a-4418a3cf5af68b5853fa1f1c-46da-b7b7-c8a6f914ff5a100755f8ef7c-4241-a9d7-f57c28a69e1f.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A641A58B5305DE49B8,NFT #105 — Ozzy Ozbourne,rec58x7g0F8hRIgEe,/suggest-edit?nft_number=105,"""I got rabies shots for biting the head off a bat, but that's okay - the bat had to get Ozzy shots""",
106,George Clooney,,,"An American actor and filmmaker, George Clooney used his fame to support real causes, from fighting corruption in Sudan to aiding disaster victims, blending talent, charm, and purpose in everything he does.
",6_batch_2.svg (https://cdn.xrp.cafe/17e79722f7af-4733-81b3-db315ee8379bdd507c828ef5-4aa4-8d21-3e2cfaecdb9132671101dddd-4c3c-a18b-3ac916661986.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A66F712D5505DE49BA,NFT #106 — George Clooney,recFS4eQgZDglC13I,/suggest-edit?nft_number=106,,
107,Jimi Hendrix,,,A guitar genius who transformed rock with his revolutionary sound and unforgettable performances.,7_batch_2.svg (https://cdn.xrp.cafe/b7fc5f5aa01b-41a6-a198-03e9a78cba91754fe4a2c493-4040-b3a8-d3491e73f344a67250d45db1-4ca0-beba-8085f2f9594e.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A68656FE5605DE49BB,NFT #107 — Jimi Hendrix,recnn7SNPeCxNEkCa,/suggest-edit?nft_number=107,"""I'm the one that has to die when it's time for me to die, so let me live my life the way I want to.""",
108,Patrick Bet-David,,,"An Iranian-American entrepreneur and creator of Valuetainment, Patrick Bet-David built his empire from nothing and now inspires millions to think bigger and build smarter.",8_batch_2.svg (https://cdn.xrp.cafe/f7dc12c80cdb-464a-84a7-ab3e51e39274d5ab6c253fbb-4d9f-811c-fc5892587bce1807a3e29ecc-40a8-af4a-1a960beaf4cd.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A69D3CCF5705DE49BC,NFT #108 — Patrick Bet-David,recIsUbLUxkoxwSdD,/suggest-edit?nft_number=108,,
109,Joaquin Phoenix,,,"An American actor, Joaquin Phoenix impresses with transformative performances and fearless dedication, while using his fame to champion animal rights and social causes.
",9_batch_2.svg (https://cdn.xrp.cafe/7cb315c19714-4111-b697-4feaa464b25bfe217eb9225e-4d53-92c3-632205e0c0af3341daaf6793-40f4-afb6-f839b19577dc.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6B422A05805DE49BD,NFT #109 — Joaquin Phoenix,rectwwiuJrwRfJ4TN,/suggest-edit?nft_number=109,,
110,Verne Troyer,Mini Me,Austin Powers,"Mini Me, a hilarious and loyal sidekick in Austin Powers, impressed audiences by stealing every scene despite his small stature, becoming an iconic and unforgettable character.
",10_batch_2.svg (https://cdn.xrp.cafe/f7b683324df3-4d11-afff-c8c6431a9a9eef43b348e67d-414e-8ec9-b3caeff772d517efbda60971-46af-a0af-85d85332bd66.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6CB08715905DE49BE,NFT #110 — Verne Troyer as Mini Me (Austin Powers),recFQO8CoBrynD7JH,/suggest-edit?nft_number=110,,
111,Gene Wilder,Willy Wonka,Charlie and the Chocolate Factory,"Willy Wonka, is an eccentric, mysterious chocolatier who wows children and adults alike with his magical factory, clever wit, and unpredictable personality, making him a timeless and unforgettable character.
",11_batch_2.svg (https://cdn.xrp.cafe/f8d05af26255-4bce-95d0-974804b1b35860a24d5643cd-4b22-a426-540ad2b7b2e286c60e2b4eb1-4cd4-8927-9ed0c1e8c389.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6E1EE425A05DE49BF,NFT #111 — Gene Wilder as Willy Wonka ( Charlie and the Chocolate Factory),recZq5AO9ERcumi1S,/suggest-edit?nft_number=111,,
112,Ian McKellen,Gandalf,The Lord of the Rings and The Hobbit.,"Gandalf is a wise and powerful wizard whose guidance, courage, and deep knowledge help shape the fate of Middle-earth, making him a legendary and inspiring character.
",12_batch_2.svg (https://cdn.xrp.cafe/fd137c4fb20a-4fe6-8068-449765ba00d66bd30ee12664-4ab5-bdbc-eb0aea71ad02dd5293e94fdd-4ab1-995d-5bc9ebaa7731.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6F8D4135B05DE49C0,NFT #112 — Ian McKellen as Gandalf (The Lord of the Rings and The Hobbit.),recjY6jdtu8wtCI3y,/suggest-edit?nft_number=112,,
113,Buuva,,,,13_batch_2.svg (https://cdn.xrp.cafe/4e7908771002-4af2-aa49-0b16d7f595cdd35b67b0ad19-43d0-a102-d373c7f44f3825c5907751f8-4587-bd9b-dace6017bd45.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A60FB9E45C05DE49C1,NFT #113 — Buuva,recjCdxXQ9gfca6c6,/suggest-edit?nft_number=113,,
114,,,,,14_batch_2.svg (https://cdn.xrp.cafe/883dbb9679fc-410f-9dcf-0a122b4f7f5e2d15cab0945a-48f7-9dbb-7cb2ff79cc05954c315b3155-43c0-b05b-c80459979304.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6269FB55D05DE49C2,NFT #114,recdIcxS4Nmgu9DzQ,/suggest-edit?nft_number=114,,
115,Mel Gibson,William Wallace,Braveheart,"Mel Gibson is an acclaimed Australian-American actor and director, best known for Mad Max, Lethal Weapon, and directing Braveheart and Hacksaw Ridge, though his career has been marked by both fame and controversy.

",15_batch_2.svg (https://cdn.xrp.cafe/221b8855eec8-4d9f-b8d6-b0030b3f804bf544fd215db6-4b07-ae0a-9cedbb6cccbf763e2a981e30-437d-99d9-19d09878888e.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A63D85865E05DE49C3,NFT #115 — Mel Gibson,recWQGUr0ujHlDT8d,/suggest-edit?nft_number=115,,
116,Uma Thurman,"Mia Wallace
",Pump Fiction,"Uma Thurman is an American actress and model, best known for her roles in Pulp Fiction and the Kill Bill series, celebrated for her versatile performances and iconic presence in Hollywood.

",16_batch_2.svg (https://cdn.xrp.cafe/a106317d5dfa-4fde-9d67-c061a8c1d48a5bfb6dce45c6-441d-b246-4a1901591c2a2d6c363cffad-4ef8-bec2-24d61e70310f.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6546B575F05DE49C4,NFT #116 — Uma Thurman,rec4xDt5KYFiOcWJ4,/suggest-edit?nft_number=116,,
117,Bob Marley,,,"Bob Marley was a Jamaican singer, songwriter, and cultural icon, renowned for popularizing reggae music worldwide and spreading messages of peace, love, and social justice.",17_batch_2.svg (https://cdn.xrp.cafe/0dec9bd3b498-4b18-aacc-89a2cb3a3a54565b9a328f94-4ad3-b081-fd0046ba52342a73fb40f558-43bc-ac9f-7b1a0bd27e0b.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A66B51286005DE49C5,NFT #117 — Bob Marley,rec2XPFuY50NdxbhD,/suggest-edit?nft_number=117,,
118,Changpeng Zhao,,,"Changpeng Zhao, also known as CZ, is a Chinese-Canadian entrepreneur and the founder and CEO of Binance, one of the world's largest cryptocurrency exchanges.
",18_batch_2.svg (https://cdn.xrp.cafe/1fef69732856-4558-bfda-a3ae8c0cded1f9e9d0982e42-4899-b128-009ac7b4a5a78f6d787507fc-4ba4-9869-7413498718ad.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A68236F96105DE49C6,NFT #118 — Changpeng Zhao,recD4qLshVtymxFcM,/suggest-edit?nft_number=118,,
119,Michael Jordan,,,"Michael Jordan is an American former professional basketball player, widely regarded as the greatest of all time, known for his six NBA championships with the Chicago Bulls and his global impact on sports and culture.",19_batch_2.svg (https://cdn.xrp.cafe/10e6f8c5c149-4055-9116-c9160bbc14e8b3b3f10f83fc-4ec8-9191-f30ade53f007ace8bc520da4-48ab-a259-f4fc5509f033.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6991CCA6205DE49C7,NFT #119 — Michael Jordan,recpQVdiHwCkCjv6w,/suggest-edit?nft_number=119,,
120,DJ Khaled,,,"DJ Khaled is an American DJ, record producer, and media personality, known for his hit collaborations, catchphrases like “Another one,” and influence in hip-hop and pop music.",20_batch_2.svg (https://cdn.xrp.cafe/18bafe266aa3-4380-907b-fd51c566b94070cb9a23ce01-4f1d-ad40-92d8f8327dc5c75ef1c65a99-4c4c-8f7d-48464e57b649.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6B0029B6305DE49C8,NFT #120 — DJ Khaled,recvIUsBFQBZ9SE4K,/suggest-edit?nft_number=120,,
121,Stevie Nicks,,,"American singer-songwriter, iconic lead vocalist of Fleetwood Mac and solo artist, celebrated for her mystical style, timeless rock classics, and as the only woman inducted twice into the Rock and Roll Hall of Fame.
",21_batch_2.svg (https://cdn.xrp.cafe/843cdd5c99c5-436e-bc77-1fbb3aa867be53b7617d4363-43df-a4d7-67cb3e0ed6b959a64cb56c36-4fd6-8b08-0e1b4e9df953.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6C6E86C6405DE49C9,NFT #121 — Stevie Nicks,receJrZQPvKvDVkK4,/suggest-edit?nft_number=121,,
122,Mac Miller,,,"Mac Miller was an American rapper and producer, known for Blue Slide Park, the first independent debut to top the Billboard 200 in 16 years—and his lasting influence on hip-hop.
",22_batch_2.svg (https://cdn.xrp.cafe/4973830d1f6e-4ee2-a90b-df1eb1397e1fe60209fd8cc7-45e0-9742-8b740e756b938c6be4091dfe-4891-b977-b81a47ffe259.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6DDCE3D6505DE49CA,NFT #122 — Mac Miller,recXYVVbD5QDDSxbk,/suggest-edit?nft_number=122,,
123,Brad Garlinghouse,,,,23_batch_2.svg (https://cdn.xrp.cafe/8aaf6d829bb3-4ac9-9ab3-d5ac0001b57866d5ca265388-4d08-908c-72db3bfb190b42dc47090812-4c25-9cd9-654cd1e0cd85.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6F4B40E6605DE49CB,NFT #123 — Brad Garlinghouse,recFrQl8q9hcHSg7M,/suggest-edit?nft_number=123,,
124,Morgan Freeman,,,"Morgan Freeman is an acclaimed American actor and narrator, known for his distinctive voice, iconic roles in The Shawshank Redemption and Driving Miss Daisy, and winning an Academy Award for Million Dollar Baby.",24_batch_2.svg (https://cdn.xrp.cafe/870753869d87-42e5-9f99-e3a2c439d5c2028daadaf3a8-46c5-9dad-bdad59efd1dded474499d5e8-4dfa-9129-d558a235fc5b.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A60B99DF6705DE49CC,NFT #124 — Morgan Freeman,rec7qBHjACCSIiFP0,/suggest-edit?nft_number=124,,
125,Ian McKellen,Gandalf,The Lord of the Rings.,"Gandalf is a wise and powerful wizard, known for guiding the Fellowship, wielding magic in crucial battles, and transforming from Gandalf the Grey to Gandalf the White.",25_batch_2.svg (https://cdn.xrp.cafe/b1b550918f2b-4058-b032-f05f9c92a3130893e1c0f313-421b-9ccc-0dfa0b436ca36fc67a6e9bb8-4dbb-b3fd-5841c14f1a30.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6227FB06805DE49CD,NFT #125 — Ian McKellen as Gandalf  (The Lord of the Rings.),recXCq1SCYl3wlCTv,/suggest-edit?nft_number=125,,
126,Queen Elizabeth,,,"Queen Elizabeth II was the longest-reigning British monarch, known for modernizing the monarchy, guiding the UK through decades of change, and serving as a symbol of stability for over 70 years.",26_batch_2.svg (https://cdn.xrp.cafe/7a297b2df0cc-4083-971a-b45b740d7b746b950292c7e9-4ea5-a50f-584dec631b5a8e52aab05cb8-495e-abd3-2edc05932757.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A63965816905DE49CE,NFT #126 — Queen Elizabeth,reciwPCZHnJx0NWab,/suggest-edit?nft_number=126,,
127,,,,,27_batch_2.svg (https://cdn.xrp.cafe/b416ac6047f0-417f-96b6-9991df9580c0c2a39ff34146-48ee-b97e-79a7345aa1e86c82ed33c1c7-406c-bbdc-59a1ac8c1b69.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6504B526A05DE49CF,NFT #127,recWoGpgJb8x8n9P2,/suggest-edit?nft_number=127,,
128,Quant Kid,,,"Griffin, widely known online as the “Quant Kid,” is a teenage crypto trader who gained viral fame for launching the Gen Z Quant (QUANT) meme coin in late 2024. Known for his brash attitude and controversial “rug pulls,” he became a symbol of both Gen Z’s audacious hustle and the chaotic, unregulated nature of the memecoin era—turning small sums into massive profits while sparking outrage, copycats, and debate across the crypto community.",28_batch_2.svg (https://cdn.xrp.cafe/b4e90c5f3b56-4b63-870d-f9dfcdd6d377b5ab6e0071ad-4275-a7bc-cd6fa414fae3eea11250b7fe-45a5-aa5c-01a3eafcd015.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A66731236B05DE49D0,NFT #128 — Quant Kid,recHhsNURf6lAv4Bq,/suggest-edit?nft_number=128,“Holy fuck! Thanks for the 20 bandos!”,
129,John Wayne,,,"John Wayne was an iconic American actor, known for his roles in classic Westerns like True Grit and The Searchers, embodying rugged masculinity and becoming a symbol of Americana.",29_batch_2.svg (https://cdn.xrp.cafe/38c8eb6b9a6f-43e7-a97a-eecde01b3fa6dc95a999d99b-4c53-abb3-1d6a7ac2f7a903714d741c6f-4e3f-bf14-0cd890efb8b4.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A67E16F46C05DE49D1,NFT #129 — John Wayne,recyMavjzI0Yxkro3,/suggest-edit?nft_number=129,,
130,Fela Kuti,,,"Fela Kuti was a Nigerian musician and activist, pioneer of Afrobeat, known for his electrifying performances and fearless political messages challenging corruption and oppression.",30_batch_2.svg (https://cdn.xrp.cafe/f833cb3be120-43a3-a1f1-fc0cbafae6e4e7829ebdd00e-43b8-a8bd-645cc98128395a1d0557a15c-4a79-b866-db240d11e8f2.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A694FCC56D05DE49D2,NFT #130 — Fela Kuti,recInRIMnw7F2Alao,/suggest-edit?nft_number=130,,
131,Madara Uchiha,,Naruto,"Madara Uchiha is a legendary shinobi, co-founder of Konohagakure, feared for his unmatched Sharingan power, mastery of battle, and pursuit of ultimate peace through domination.",31_batch_2.svg (https://cdn.xrp.cafe/2488a9fe1661-4294-9ac2-49dbaac350de6014cb7dfec7-4283-a768-96626822f667363090542165-49c5-822c-782d47b6610e.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6ABE2966E05DE49D3,NFT #131 — Madara Uchiha  (Naruto),recB3J6qCDIe6Rp4C,/suggest-edit?nft_number=131,,
132,Pat Morita,Mr. Miyagi,The Karate Kid,"Mr. Miyagi is a wise and humble karate master, known for teaching discipline, balance, and inner peace through unorthodox lessons like “wax on, wax off”.",32_batch_2.svg (https://cdn.xrp.cafe/04e5d15a5928-4a92-9051-402dc145531a6d65d31301d4-4800-ac7b-cf24806894e69067babc4952-41eb-9860-8b30e639eafc.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6C2C8676F05DE49D4,NFT #132 — Pat Morita as Mr. Miyagi (The Karate Kid),recOPHkC6dnWKShjS,/suggest-edit?nft_number=132,,
133,,,,,33_batch_2.svg (https://cdn.xrp.cafe/51e24b35a0b4-4205-8a22-d542b64b2d542fb5af34e758-40e3-926b-6d379e82e599577879ec86e6-4a24-a1a9-ec1d4f51b526.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6D9AE387005DE49D5,NFT #133,rec9OplQxTcXMDMOw,/suggest-edit?nft_number=133,,
134,Mike Myers,Austin Powers,Austin Powers,"Austin Powers is a flamboyant British spy with a groovy attitude, known for his charm, catchphrases, and over-the-top antics while battling his nemesis Dr. Evil.",34_batch_2.svg (https://cdn.xrp.cafe/f6173c8e83a7-4280-a702-fbf7654d9fc6810fa8e2aafe-43fa-88b8-3cabf90230ebc39433306da9-459a-b542-e0f21b4f370a.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6F094097105DE49D6,NFT #134 — Mike Myers as Austin Powers (Austin Powers),rec8OOOZy3lVvx2f9,/suggest-edit?nft_number=134,"""As long as people are still having promiscuous sex with many anonymous partners without protection while at the same time experimenting with mind-expanding drugs in a consequence-free environment, I'll be sound as a pound!""",
135,Jamie Foxx,Django,Django Unchained,"Django is a fearless freed slave turned bounty hunter, known for his sharp aim, relentless drive for justice, and fight to rescue his wife from slavery.",35_batch_2.svg (https://cdn.xrp.cafe/f981da6f6d74-4aeb-98e8-c2b35c97f58f1b67d90d7d46-47ad-b1e7-efe376b42bd88d0995d17848-4e7d-8e79-6ebbd9afe5f0.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A60779DA7205DE49D7,NFT #135 — Jamie Foxx as Django (Django Unchained),recd6jYVrbin0PHpp,/suggest-edit?nft_number=135,,
136,Cristiano Ronaldo,,,"Cristiano Ronaldo is a Portuguese footballer, renowned for his record-breaking goals, unmatched athleticism, and five Ballon d’Or wins, cementing his status as one of the greatest players of all time.",36_batch_2.svg (https://cdn.xrp.cafe/b553cd8d9e0d-4a91-be60-2d4cbc14988becbf3fff331c-4dec-a694-7a900cab285feecc2f7bae9f-4fee-a89c-1593649418dc.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A61E5FAB7305DE49D8,NFT #136 — Cristiano Ronaldo,recV6nBDukiR1sxWP,/suggest-edit?nft_number=136,,
137,Travis Fimmel,Ragnar Lothbrok,Vikings,"Ragnar Lothbrok is a legendary Viking warrior and king, known for his fearless raids, strategic brilliance, and ambition to explore and conquer new lands.",37_batch_2.svg (https://cdn.xrp.cafe/2336ab5a83fc-4fab-85fc-69661a0cd36299c877e8a031-409f-a502-215cafe7548ba5bbc191a0b6-4b01-92e0-854325d36f18.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A635457C7405DE49D9,NFT #137 — Travis Fimmel as Ragnar Lothbrok (Vikings),recb4RtjABGve2h0j,/suggest-edit?nft_number=137,,
138,,,,,38_batch_2.svg (https://cdn.xrp.cafe/480cdf949a91-472f-be56-fef5c7174596943f14daccc9-4346-869c-90b081d34708f1950f1b3e9b-49ba-935e-a083ef1f985e.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A64C2B4D7505DE49DA,NFT #138,recUy8y1U0i7J4A7U,/suggest-edit?nft_number=138,,
139,Peter Dinklage,Tyrion Lannister,Game of Thrones,"A sharp-tongued and cunning nobleman who uses intellect and diplomacy to survive deadly politics, proving brains can outmatch brawn in the brutal fight for power.",39_batch_2.svg (https://cdn.xrp.cafe/2e1fe590e8f0-430f-9724-ae06d6b81bb221cc54848714-4a21-b04a-48a642033c904e436db8f3dd-4a24-acb6-fca9cd296b3b.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A663111E7605DE49DB,NFT #139 — Peter Dinklage as Tyrion Lannister (Game of Thrones),reczNHEfeix2etLZf,/suggest-edit?nft_number=139,,
140,Andrew Tate,,,"A British-American internet personality and former kickboxing champion, known for his controversial opinions, online courses on wealth and masculinity, and a polarizing presence that’s made him both hugely followed and heavily criticized.
",40_batch_2.svg (https://cdn.xrp.cafe/2f7c707a8a03-4e37-a410-8f9eb65852d54d206efe2933-468e-8dd6-9fe1c37289f556580230b1a6-49b8-b05d-ee0b132ab45f.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A679F6EF7705DE49DC,NFT #140 — Andrew Tate,recS6FuqQ1XoosKz6,/suggest-edit?nft_number=140,,
141,Daniel Day-Lewis,,,"An English actor and method master, the only man to win 3 Best Actor Oscars (My Left Foot, There Will Be Blood, Lincoln), famed for disappearing completely into every role.",41_batch_2.svg (https://cdn.xrp.cafe/390301b82958-4736-a6e2-f1c2e4e994ed34db303b7f2c-4baa-ab4f-c660d4472c5d5370a575c525-4a78-b207-fc822bcbf97b.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A690DCC07805DE49DD,NFT #141 — Daniel Day-Lewis,rec10NhxPhkQymzUZ,/suggest-edit?nft_number=141,"""At some point in your life, if you're lucky, you get to design the way in which things evolve.""",
142,Sean Patrick Flanery,Connor MacManus,The Boondock Saints,,42_batch_2.svg (https://cdn.xrp.cafe/a3e8b1fc69fb-456e-904a-8f258617fa0ffe34e5f8a332-4d37-bab4-a85d63ffa81a833fbf91a4e2-4441-ba7f-ba3954d53041.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6A7C2917905DE49DE,NFT #142 — Sean Patrick Flanery,recu3FUSpqCEzbh9g,/suggest-edit?nft_number=142,,
143,Ghengis Khan,,,"
A Mongolian conqueror who founded the Mongol Empire (1206), uniting the nomadic tribes of Northeast Asia and creating the largest contiguous empire in history through brilliant military strategy, ruthless expansion, and innovative governance.",43_batch_2.svg (https://cdn.xrp.cafe/4f5f714795a7-4bb5-b06f-59a2b8e8983a415c43c56962-4bb2-9fb0-13c46577246ed125ba79a858-49c2-9594-d68cdf5d103d.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6BEA8627A05DE49DF,NFT #143 — Ghengis Khan,recOMF1aFhuct3qjv,/suggest-edit?nft_number=143,,
144,LeBron James,,,"An American professional basketball player, widely regarded as one of the greatest of all time, a 4-time NBA champion (2012, 2013, 2016, 2020), 4-time league MVP, and the NBA’s all-time leading scorer, known for his dominance on the court and influential impact off it.",44_batch_2.svg (https://cdn.xrp.cafe/56b813596cd7-4cdf-8547-902f36b098b669434af22b2c-4c6e-b063-6f10d8569ecd45a7a7200e2a-43cf-a421-4e70bc42665f.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6D58E337B05DE49E0,NFT #144 — LeBron James,recS0dU9zeiWHT1GD,/suggest-edit?nft_number=144,,
145,Norman Reedus,Murphy MacManus,The Boondock Saints,,45_batch_2.svg (https://cdn.xrp.cafe/6a9b98de48bf-488b-9118-28df62ebd6c18ad67b0e915f-4693-bbca-590c65773bf840cab6cfc99d-4a1e-ae43-94df453ce731.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6EC74047C05DE49E1,NFT #145 — Norman Reedus,recE4gWVQVOK1gA57,/suggest-edit?nft_number=145,,
146,Jelly Roll,,,"
An American singer and rapper blending country, rock, and hip-hop, known for heartfelt hits like Save Me and Need a Favor, and for turning a troubled past into a story of redemption and musical success.",46_batch_2.svg (https://cdn.xrp.cafe/50513f61d225-4448-9dea-eaf7c569f347884414c930e9-4fc1-be7e-ecc5f2ec25adbd385ba2bad7-4702-a481-ed3ef50b6b64.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A60359D57D05DE49E2,NFT #146 — Jelly Roll,recypdEXGSq53ywDC,/suggest-edit?nft_number=146,,
147,Eddie Murphy,,,"An American comedian and actor, known for his breakout on Saturday Night Live, blockbuster hits like Beverly Hills Cop and Coming to America, and his dynamic mix of sharp humor, charm, and unforgettable character work.",47_batch_2.svg (https://cdn.xrp.cafe/3f9a5d739009-409b-a905-f8f7199f21eb23b2235b7558-4ac3-89d9-83eeb7c3f2d69906159e364c-4d00-8e35-ed2c58523c47.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A61A3FA67E05DE49E3,NFT #147 — Eddie Murphy,recmWXhZZmUTJMTuo,/suggest-edit?nft_number=147,,
148,Val Kilmer,Iceman,Top Gun,"

A skilled and confident Navy fighter pilot with a cool, competitive edge, serving as Maverick’s rival-turned-respected ally in the elite flight school program.",48_batch_2.svg (https://cdn.xrp.cafe/c879b2f10b57-409a-a624-f34c3b207651f9bf927fa1ec-4cb4-ae27-2cca42833dd2679182744392-4973-9a0c-ae0c61fbd046.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A63125777F05DE49E4,NFT #148 — Val Kilmer as Iceman (Top Gun),recsnxUvreYBdma3e,/suggest-edit?nft_number=148,,
149,,,,,49_batch_2.svg (https://cdn.xrp.cafe/6934e95b558c-4f70-a477-525075f0d54945a174829b16-4ac2-8d7a-2ce55af9043e70601b068e04-42ae-b532-ac29db70ae28.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6480B488005DE49E5,NFT #149,recvb2FZA2veSknMx,/suggest-edit?nft_number=149,,
150,Avril Levigne,,,,50_batch_2.svg (https://cdn.xrp.cafe/65082c7de4ac-401e-8954-dff493f66e3ef094a5f6eab1-4db3-b184-e7d3ac93e48ff68eee842822-4f07-b90f-519af19eb0cf.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A65EF1198105DE49E6,NFT #150,rec7r1P5rhrtlBCQV,/suggest-edit?nft_number=150,,
